anio,pib_miles_millones_2015,ocupados,horas_sem_expandidas,horas_anuales,group_code,group_name,group_label_short,group_order,sector_code,dane_groups,pib_pesos_2015,pib_por_trabajador_millones_2015,pib_por_hora_pesos_2015
2016,1837.0,31303.42548159547,1352764.7848241883,70343768.81085779,"014,015",Silvicultura,Silvicultura,3,A,"014,015",1837000000000.0,58.68367348742857,26114.608742948858
2017,1855.9999999999998,30506.874389588866,1390515.1080148593,72306785.61677268,"014,015",Silvicultura,Silvicultura,3,A,"014,015",1855999999999.9998,60.83874658209496,25668.406971329558
2018,1876.9999999999998,25653.3322267547,1114179.0310916812,57937309.61676742,"014,015",Silvicultura,Silvicultura,3,A,"014,015",1876999999999.9998,73.16788257403906,32397.085960939825
2019,1963.0,24115.492770338373,1029396.6767665931,53528627.191862844,"014,015",Silvicultura,Silvicultura,3,A,"014,015",1963000000000.0,81.39995390906775,36671.966067129135
2021,2107.0,28250.392720609616,1211825.0186261367,63014900.96855911,"014,015",Silvicultura,Silvicultura,3,A,"014,015",2107000000000.0,74.58303397187369,33436.535924277254
2022,2143.0,29871.451578934986,1217438.8063240051,63306817.92884827,"014,015",Silvicultura,Silvicultura,3,A,"014,015",2143000000000.0,71.74073862253215,33851.01431584444
2023,2127.0,35550.02089434794,1517153.9141943546,78892003.53810644,"014,015",Silvicultura,Silvicultura,3,A,"014,015",2127000000000.0,59.83118846318793,26960.907374758404
2024,2077.0,36428.13364336944,1445132.9506392237,75146913.43323964,"014,015",Silvicultura,Silvicultura,3,A,"014,015",2077000000000.0,57.016371476336964,27639.192417998678
2025,2138.0746483326275,30467.53767752683,1250778.5455164223,65040484.36685396,"014,015",Silvicultura,Silvicultura,3,A,"014,015",2138074648332.6274,70.17549862290622,32872.98163822157
2010,1354.0,111135.78197173007,5543857.958073116,288280613.81980205,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1354000000000.0,12.183294848678177,4696.812532966077
2011,1359.0,132072.73587937222,6394057.85672679,332491008.54979306,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1359000000000.0,10.289784571747147,4087.3285744702457
2012,1404.9999999999998,128025.84764715613,6154871.911831082,320053339.41521627,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1404999999999.9998,10.97434639817602,4389.893267688249
2013,1424.0,113726.20740461991,5582074.73585239,290267886.26432425,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1424000000000.0,12.5213003449032,4905.813103635152
2014,1448.0,109826.25358413164,5055110.703681646,262865756.5914456,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1448000000000.0,13.184461390106232,5508.515140108296
2015,1425.0,109627.25344201487,5161016.874995927,268372877.49978822,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1425000000000.0,12.998592551201012,5309.776506760168
2016,1358.0,99812.8118595689,4667204.636548321,242694641.10051268,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1358000000000.0,13.605467822213354,5595.508800038071
2017,1295.0,122125.96067543529,5450262.241976963,283413636.5828021,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1295000000000.0,10.603806044495498,4569.293191443358
2018,1410.0000000000002,129026.90200315748,5997405.0178350825,311865060.9274243,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1410000000000.0002,10.927953613623114,4521.186168809491
2019,1446.0000000000002,118326.96938917613,5481615.479085337,285044004.91243756,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,1446000000000.0002,12.220375519330018,5072.90093838036
2021,2059.0,133132.97113664754,5790124.644561054,301086481.51717484,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,2059000000000.0,15.465740623234831,6838.566745423768
2022,2325.0,134820.6540301641,5667069.46468385,294687612.1635602,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,2325000000000.0,17.245132184864023,7889.710676774418
2023,2331.0,135214.45026390537,5973870.2385119,310641252.4026188,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,2331000000000.0,17.239281714716594,7503.832739441881
2024,2336.0,123730.14520080035,5369642.443065626,279221407.03941256,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,2336000000000.0,18.87979680464231,8366.120723939586
2025,2598.0392331286484,105647.48742610459,4601727.413782315,239289825.5166804,016,Pesca y acuicultura,Pesca y acuicultura,4,A,016,2598039233128.6484,24.59158562522231,10857.290850201838
2010,7720.999999999999,30081.17114210483,1561708.0882099238,81208820.58691604,017,Carbón,Carbón,5,B,017,7720999999999.999,256.6721875131005,95075.87900179366
2011,8857.0,34421.82983449386,1783406.0581006445,92737115.02123351,017,Carbón,Carbón,5,B,017,8857000000000.0,257.3076458336467,95506.52937577432
2012,9198.999999999998,31601.057323233785,1652503.22642521,85930167.77411091,017,Carbón,Carbón,5,B,017,9198999999999.998,291.097854920085,107052.04281902354
2013,8829.0,33652.481210319325,1762366.829629737,91643075.14074633,017,Carbón,Carbón,5,B,017,8829000000000.0,262.35806937446984,96341.15819924568
2014,9099.0,35732.86295850318,1891193.4718344347,98342060.5353906,017,Carbón,Carbón,5,B,017,9099000000000.0,254.63954597107798,92523.99177385062
2015,8833.0,33186.94343124037,1732270.5759560922,90078069.94971679,017,Carbón,Carbón,5,B,017,8833000000000.0,266.15888921198746,98059.38343184684
2016,10030.999999999998,35664.737195415866,1849622.1526485113,96180351.9377226,017,Carbón,Carbón,5,B,017,10030999999999.998,281.25820597072345,104293.65039644622
2017,9996.000000000002,34572.72054094474,1755504.5058361802,91286234.30348137,017,Carbón,Carbón,5,B,017,9996000000000.002,289.1296907965823,109501.72363084086
2018,9447.0,41580.652218038405,2089879.9448418373,108673757.13177554,017,Carbón,Carbón,5,B,017,9447000000000.0,227.19701342014372,86929.91067332626
2019,9329.0,50602.33624023457,2473108.8953462467,128601662.55800483,017,Carbón,Carbón,5,B,017,9329000000000.0,184.35907693491814,72541.83044322793
2021,6489.999999999999,51813.93816932337,2487086.0492803655,129328474.562579,017,Carbón,Carbón,5,B,017,6489999999999.999,125.25587186195445,50182.297610412475
2022,6539.0,58411.00818769137,2921436.127049446,151914678.6065712,017,Carbón,Carbón,5,B,017,6539000000000.0,111.94807627679208,43043.89845654553
2023,6686.0,59077.95067626267,2937141.5113854613,152731358.592044,017,Carbón,Carbón,5,B,017,6686000000000.0,113.17251061463128,43776.209821185235
2024,6307.000000000001,66508.75135030922,3258165.374239379,169424599.4604477,017,Carbón,Carbón,5,B,017,6307000000000.001,94.82962575526804,37225.99917653856
2025,5720.123858936618,55289.82198858535,2632811.0557658765,136906174.89982557,017,Carbón,Carbón,5,B,017,5720123858936.617,103.45708582888084,41781.34304842012
2010,25402.999999999996,44528.43968459388,2305008.721000297,119860453.49201545,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",25402999999999.996,570.4893362519734,211938.1268792899
2011,29921.000000000004,57111.56840873006,2881029.562037293,149813537.2259392,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",29921000000000.004,523.9043653269079,199721.60429584584
2012,31308.0,44909.1845329868,2401700.422174796,124888421.95308939,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",31308000000000.0,697.1402470468723,250687.77001410042
2013,33966.99999999999,46990.75440835658,2429517.934580683,126334932.59819551,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",33966999999999.992,722.8443217749125,268864.67029694014
2014,33135.0,50045.62088851893,2506362.372790605,130330843.38511145,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",33135000000000.0,662.0958919424969,254237.59364535217
2015,32852.0,47553.03699288001,2431154.533017724,126420035.71692164,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",32852000000000.0,690.8496718078983,259863.87215996234
2016,29705.0,34161.04467131952,1688310.674711211,87792155.08498296,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",29705000000000.0,869.5577165688769,338355.97236729757
2017,28532.0,32779.10595645164,1628147.5847896612,84663674.40906239,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",28532000000000.0,870.4325260702933,337004.03625460813
2018,29011.0,38184.71150517813,1947425.9373045417,101266148.73983617,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",29011000000000.0,759.7543324653873,286482.7028677909
2019,29826.0,42478.510165609514,2110854.352226959,109764426.31580187,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",29826000000000.0,702.1432692370423,271727.3801822458
2021,24775.999999999993,36271.87199148357,1793386.540787079,93256100.12092811,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",24775999999999.992,683.0637251316188,265676.99022232514
2022,25259.0,36479.08862686157,1800589.5107154846,93630654.5572052,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",25259000000000.0,692.4240969496261,269772.7589265927
2023,25931.0,43115.3817045498,2122674.8578515127,110379092.60827866,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",25931000000000.0,601.4326900244885,234926.7364610961
2024,25672.0,44293.50761800657,2129274.668058537,110722282.73904392,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",25672000000000.0,579.5883275128926,231859.38155289946
2025,24562.529838366398,42637.57292406616,2039676.788964824,106063193.02617085,"018,021","Petróleo, gas y apoyo conexo","Petróleo, gas y apoyo conexo",6,B,"018,021",24562529838366.4,576.0771111927536,231583.91839387346
2010,4203.000000000001,88155.10926309874,4292558.452585395,223213039.53444058,019,Minerales metalíferos,Minerales metalíferos,7,B,019,4203000000000.001,47.67732732831351,18829.545123198328
2011,3733.0,94434.74326763526,4741406.110117483,246553117.72610912,019,Minerales metalíferos,Minerales metalíferos,7,B,019,3733000000000.0,39.529942803152366,15140.75358052018
2012,4432.0,102617.29376064782,4646333.769061597,241609355.99120304,019,Minerales metalíferos,Minerales metalíferos,7,B,019,4432000000000.0,43.18960126094852,18343.660500305163
2013,3876.0,87680.79367807112,4119002.1771092718,214188113.20968214,019,Minerales metalíferos,Minerales metalíferos,7,B,019,3876000000000.0,44.205804229271976,18096.242326041414
2014,3819.9999999999995,73302.80005284719,3295057.696622811,171343000.22438616,019,Minerales metalíferos,Minerales metalíferos,7,B,019,3819999999999.9995,52.11260684784203,22294.46195641159
2015,3591.9999999999995,65474.1960774878,3080693.8420949415,160196079.78893697,019,Minerales metalíferos,Minerales metalíferos,7,B,019,3591999999999.9995,54.861307433983875,22422.521229811395
2016,4064.0,55990.05925730731,2584390.764449954,134388319.7513976,019,Minerales metalíferos,Minerales metalíferos,7,B,019,4064000000000.0,72.58431324967037,30240.723356895272
2017,2982.0,63028.410064165306,2980047.604392849,154962475.42842814,019,Minerales metalíferos,Minerales metalíferos,7,B,019,2982000000000.0,47.31199782707848,19243.368381639488
2018,2574.0,74365.484981504,3241541.5991978114,168560163.15828618,019,Minerales metalíferos,Minerales metalíferos,7,B,019,2574000000000.0,34.61283148546935,15270.512034227737
2019,2710.0,60021.68480135124,2830080.9625023734,147164210.05012342,019,Minerales metalíferos,Minerales metalíferos,7,B,019,2710000000000.0,45.15034872761504,18414.8034299711
2021,3511.0,114657.6675157586,5167216.9970212765,268695283.84510636,019,Minerales metalíferos,Minerales metalíferos,7,B,019,3511000000000.0,30.62158925845449,13066.846391036663
2022,3557.0,134794.92382526398,6025949.615459125,313349380.0038745,019,Minerales metalíferos,Minerales metalíferos,7,B,019,3557000000000.0,26.388234059993056,11351.546315349398
2023,3710.0000000000005,126158.55534271843,5674598.630255078,295079128.77326405,019,Minerales metalíferos,Minerales metalíferos,7,B,019,3710000000000.0005,29.407438836958214,12572.898718467915
2024,3408.0,140955.78530898417,6476195.134360326,336762146.98673695,019,Minerales metalíferos,Minerales metalíferos,7,B,019,3408000000000.0,24.177794423474314,10119.902223257357
2025,2954.4347977393163,168268.76102445892,7609179.1442565825,395677315.5013423,019,Minerales metalíferos,Minerales metalíferos,7,B,019,2954434797739.3164,17.557832955755053,7466.778311503414
2010,1492.0,28604.558003462666,1360290.4432985377,70735103.05152397,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1492000000000.0,52.15951946607212,21092.7804673334
2011,1580.9999999999998,33262.0138711233,1490268.903231148,77493982.9680197,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1580999999999.9998,47.53169805429486,20401.583961072807
2012,1621.0,34046.62398992054,1696145.8020138016,88199581.70471768,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1621000000000.0,47.611181668992934,18378.771969995578
2013,1786.0,31088.594600571843,1434157.5030756604,74576190.15993434,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1786000000000.0,57.448721080725484,23948.662383661413
2014,1989.9999999999995,31002.990235190013,1379773.1305955232,71748202.79096721,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1989999999999.9995,64.18735692601824,27735.886371923618
2015,2156.0,32155.31265668643,1506370.1146978869,78331245.96429011,020,Otras minas y canteras,Otras minas y canteras,8,B,020,2156000000000.0,67.04957351897114,27524.13769829327
2016,2231.9999999999995,28852.722549644914,1334928.2314885517,69416268.03740469,020,Otras minas y canteras,Otras minas y canteras,8,B,020,2231999999999.9995,77.35838433130701,32153.846109924765
2017,2175.0,33840.47387493139,1539751.043126702,80067054.2425885,020,Otras minas y canteras,Otras minas y canteras,8,B,020,2175000000000.0,64.27214961700679,27164.731119121087
2018,2144.0,33593.37687654398,1550301.3253935436,80615668.92046426,020,Otras minas y canteras,Otras minas y canteras,8,B,020,2144000000000.0,63.822104216531216,26595.326053986835
2019,2235.0,35452.167916013415,1614174.6963164236,83937084.20845403,020,Otras minas y canteras,Otras minas y canteras,8,B,020,2235000000000.0,63.0426891042246,26627.086478837846
2021,1661.0,27434.696831855825,1185271.5207641043,61634119.079733424,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1661000000000.0,60.54377091097753,26949.358971955702
2022,1634.0000000000002,37434.36901768049,1643793.5529462497,85477264.75320499,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1634000000000.0002,43.64972731951891,19116.19428531998
2023,1619.0000000000002,35324.956496811494,1595747.919301454,82978891.8036756,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1619000000000.0002,45.831620490350346,19510.98604486648
2024,1504.9999999999998,27248.190001427654,1174321.501510911,61064718.07856737,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1504999999999.9998,55.23302648437001,24645.982939995396
2025,1494.340019948779,32773.358912666205,1458082.68148839,75820299.43739629,020,Otras minas y canteras,Otras minas y canteras,8,B,020,1494340019948.779,45.59618145734976,19708.970170747398
2015,193.99999999999997,760.1839381174117,40760.839899447536,2119563.6747712716,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,193999999999.99997,255.20139307394356,91528.27174250147
2016,220.99999999999994,521.7491346782281,26957.33986576412,1401781.6730197342,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,220999999999.99994,423.575211363397,157656.5054698705
2017,178.99999999999994,453.6381207647337,13222.165833487237,687552.6233413364,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,178999999999.99994,394.58764994935933,260343.70886420886
2018,180.99999999999997,811.6444158471933,37999.714555521205,1975985.1568871026,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,180999999999.99997,223.0040599873683,91599.87835391486
2019,177.99999999999997,41.88136780787147,2010.3056547778308,104535.8940484472,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,177999999999.99997,4250.099968476804,1702764.4104474373
2021,161.99999999999997,847.9876004074644,40677.834177281125,2115247.3772186185,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,161999999999.99997,191.04052927443487,76586.78684335118
2022,162.99999999999997,780.2986319859823,40791.48726654053,2121157.3378601074,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,162999999999.99997,208.89438135389193,76844.84177135096
2023,162.99999999999994,2400.884202455636,116873.85194867928,6077440.301331323,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,162999999999.99994,67.89165418027356,26820.502040027146
2024,154.99999999999994,675.6012974284878,30025.108328670773,1561305.6330908802,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,154999999999.99994,229.4252550875343,99275.8859731711
2025,146.4791884992814,854.4053239944071,42948.51390280815,2233322.7229460236,022,Apoyo a otras actividades mineras,Apoyo a otras actividades mineras,9,B,022,146479188499.2814,171.4399294874247,65588.00794632026
2010,23952.0,597890.3662379812,27157524.380547255,1412191267.7884574,"023-025|026|027|028,032,035|029|030,031|033|034|036","Alimentos, bebidas y tabaco","Alimentos, bebidas y tabaco",10,C,"023-025; 026; 027; 028,032,035; 029; 030,031; 033; 034; 036",23952000000000.0,40.06085622471171,16960.875305162946
2011,24737.0,614324.6785566962,27684590.45208848,1439598703.508601,"023-025|026|027|028,032,035|029|030,031|033|034|036","Alimentos, bebidas y tabaco","Alimentos, bebidas y tabaco",10,C,"023-025; 026; 027; 028,032,035; 029; 030,031; 033; 034; 036",24737000000000.0,40.26698074073386,17183.26082102658
2012,25042.0,608153.1354544178,27255566.448554482,1417289455.3248332,"023-025|026|027|028,032,035|029|030,031|033|034|036","Alimentos, bebidas y tabaco","Alimentos, bebidas y tabaco",10,C,"023-025; 026; 027; 028,032,035; 029; 030,031; 033; 034; 036",25042000000000.0,41.17712881853084,17668.938342775255
2013,25908.0,523496.4188698601,23683992.905711826,1231567631.097015,"023-025|026|027|028,032,035|029|030,031|033|034|036","Alimentos, bebidas y tabaco","Alimentos, bebidas y tabaco",10,C,"023-025; 026; 027; 028,032,035; 029; 030,031; 033; 034; 036",25908000000000.0,49.49030989730737,21036.60354967476
